Id,PaperId,AuthorId
955,5868,5174
956,5868,8204
957,5868,8205
958,5868,8206
959,5868,6322
960,5737,8038
961,5737,2572
962,5717,8016
963,5717,6471
964,5717,3055
965,5717,7222
966,5717,7222
967,5853,6767
968,5853,1523
969,5866,5571
970,5866,8200
971,5866,8201
972,5915,8281
973,5915,8282
974,5970,8351
975,5970,8352
976,5970,8353
977,5824,8152
978,5824,8153
979,5824,6995
980,5686,7971
981,5686,7972
982,5686,7973
983,5686,7447
984,5751,8055
985,5751,8056
986,5751,8057
987,5751,4638
988,5964,8337
989,5964,8215
990,5964,8338
991,5964,1453
992,5939,6589
993,5939,3606
994,5939,6464
995,5939,2139
996,5939,710
997,5889,8245
998,5889,6685
999,5889,6685
1000,5889,7447
1001,5889,8246
1002,5889,6308
1003,5635,5571
1004,5635,7869
1005,5635,7870
1006,5635,3753
1007,5635,3959
1008,5635,7871
1009,5726,4931
1010,5726,3294
1011,5726,2732
1012,5783,8100
1013,5783,1370
1014,5786,4452
1015,5786,7916
1016,5786,8107
1017,5786,3001
1018,5715,8014
1019,5715,6967
1020,5715,1033
1021,5827,8074
1022,5827,6649
1023,5683,7966
1024,5683,3559
1025,5835,6643
1026,5835,8163
1027,5835,8164
1028,5843,8172
1029,5843,8173
1030,5843,6348
1031,5765,8073
1032,5765,8074
1033,5765,4018
1034,5765,6314
1035,5859,8191
1036,5859,6764
1037,5859,3292
1038,5859,4828
1039,5859,6765
1040,5990,6690
1041,5990,2150
1042,5990,6691
1043,5752,6553
1044,5752,6295
1045,5752,8058
1046,5752,3758
1047,5808,8139
1048,5808,2093
1049,5694,7983
1050,5694,1573
1051,5694,7984
1052,5834,7218
1053,5834,5303
1054,5891,8248
1055,5891,8249
1056,5891,4032
1057,5842,2467
1058,5842,8171
1059,5842,5077
1060,5690,1252
1061,5690,5364
1062,5690,7979
1063,5796,5523
1064,5796,8123
1065,5796,4280
1066,5796,8124
1067,5796,3697
1068,5796,3696
1069,5640,7880
1070,5640,5506
1071,5640,6522
1072,5872,8212
1073,5872,8213
1074,5872,8214
1075,5872,8215
1076,5872,8216
1077,5872,8217
1078,5795,6582
1079,5795,8121
1080,5795,8122
1081,5795,3001
1082,5795,3964
1083,5653,7909
1084,5653,7910
1085,5653,6533
1086,5653,7911
1087,5653,2205
1088,5653,178
1089,5763,8069
1090,5763,3606
1091,5763,7459
1092,5763,710
1093,5642,7189
1094,5642,7884
1095,5642,3585
1096,5642,583
1097,5801,8129
1098,5801,4762
1099,5809,6868
1100,5809,4089
1101,5809,8140
1102,5729,8026
1103,5729,8027
1104,5729,8028
1105,5727,6349
1106,5727,4953
1107,5645,4435
1108,5645,7891
1109,5645,5132
1110,5918,6408
1111,5918,4355
1112,6016,8412
1113,6016,8069
1114,6016,8413
1115,5887,8239
1116,5887,8240
1117,5887,8241
1118,5887,8242
1119,5887,8243
1120,5949,8308
1121,5949,7287
1122,5869,3394
1123,5869,8207
1124,5869,2539
1125,5757,8016
1126,5757,6471
1127,5757,3055
1128,5757,7222
1129,5823,8151
1130,5823,3472
1131,5693,7982
1132,5647,7895
1133,5647,178
1134,5647,7896
1135,5764,8070
1136,5764,8071
1137,5764,8072
1138,5764,4517
1139,5764,7862
1140,5741,7601
1141,5741,6347
1142,5741,8042
1143,5741,8043
1144,5741,2747
1145,5826,8154
1146,5826,8155
1147,5826,3964
1148,5643,3863
1149,5643,7885
1150,5732,4682
1151,5929,7629
1152,5929,7630
1153,5929,6653
1154,5989,6343
1155,5989,2630
1156,5989,8169
1157,5909,7412
1158,5909,7411
1159,5909,7413
1160,5909,8274
1161,5841,8169
1162,5841,8170
1163,5877,7228
1164,5877,6369
1165,5877,6368
1166,5770,4147
1167,5770,8083
1168,5770,4452
1169,5770,3001
1170,5748,8052
1171,5748,2559
1172,5987,7502
1173,5987,7501
1174,5987,7474
1175,5759,7488
1176,5759,1573
1177,5832,6349
1178,5832,8160
1179,5700,7991
1180,5700,5417
1181,5700,5418
1182,5698,7668
1183,5698,7987
1184,5698,7988
1185,5708,8001
1186,5708,1285
1187,5950,5506
1188,5950,7888
1189,5950,2816
1190,5950,6522
1191,5950,4509
1192,5950,2458
1193,5950,4379
1194,5689,7976
1195,5689,2318
1196,5689,7977
1197,5689,7978
1198,5680,7960
1199,5680,2992
1200,5883,7133
1201,5883,6597
1202,5883,6369
1203,5883,6368
1204,5804,8135
1205,5804,1020
1206,6029,8433
1207,6029,2743
1208,5646,7892
1209,5646,7893
1210,5646,7894
1211,5646,4194
1212,5646,4729
1213,5874,8220
1214,5874,2312
1215,5684,7967
1216,5684,7968
1217,5684,7969
1218,5684,3161
1219,5844,8174
1220,5844,3451
1221,5844,3842
1222,5928,8294
1223,5928,3911
1224,5928,7292
1225,5810,5192
1226,5810,6621
1227,5895,4548
1228,5895,8256
1229,5895,6804
1230,5895,6780
1231,5825,7138
1232,5825,7292
1233,5739,8039
1234,5739,8040
1235,5739,893
1236,6009,8406
1237,6009,4667
1238,6009,1019
1239,5965,8339
1240,5965,8340
1241,5965,1926
1242,5965,2187
1243,5940,8298
1244,5940,6366
1245,5940,6368
1246,5660,7186
1247,5660,6559
1248,5660,3862
1249,5860,8192
1250,5860,7993
1251,5860,3559
1252,5860,2133
1253,5658,7927
1254,5658,3559
1255,5775,7195
1256,5775,3292
1257,5775,8089
1258,5979,5356
1259,5979,8060
1260,5979,7138
1261,5979,8369
1262,5979,3161
1263,5772,8084
1264,5772,7448
1265,5772,7449
1266,5995,8386
1267,5995,6349
1268,5995,4782
1269,5900,7499
1270,5900,8263
1271,5900,7474
1272,5900,7501
1273,5899,8261
1274,5899,5523
1275,5899,8262
1276,5899,2686
1277,5672,7947
1278,5672,7948
1279,5672,6745
1280,5672,7949
1281,5672,7950
1282,5672,3982
1283,5947,8307
1284,5947,7903
1285,5947,7904
1286,5947,2813
1287,5947,7190
1288,5675,7954
1289,5675,7658
1290,5675,4524
1291,5675,1904
1292,5669,7944
1293,5669,6452
1294,5669,4085
1295,5636,7872
1296,5636,7873
1297,5636,7874
1298,5636,863
1299,5924,7160
1300,5924,8290
1301,5924,7476
1302,5839,5296
1303,5839,8166
1304,5839,8167
1305,5792,8118
1306,5792,7967
1307,5792,4523
1308,5792,3161
1309,5792,2077
1310,5674,7953
1311,5674,1925
1312,5674,1821
1313,5756,3402
1314,5756,7541
1315,5756,7542
1316,5745,8439
1317,5745,8440
1318,5745,6677
1319,5666,205
1320,5666,7632
1321,5666,7633
